,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_numeric,away_team_numeric,home_team_continent_numeric,away_team_continent_numeric
21261,8,28,1615,1496,202,97,5,1
21262,129,101,1118,1219,137,85,3,3
21263,39,174,1453,964,48,22,3,3
21264,58,109,1384,1192,60,210,0,0
21265,60,16,1375,1561,59,40,5,5
21266,69,54,1342,1397,61,96,3,3
21267,61,79,1368,1302,86,51,3,3
21268,49,80,1424,1299,46,199,0,0
21269,45,134,1433,1092,139,32,0,0
21270,71,108,1336,1198,82,116,0,0
21271,62,33,1365,1485,24,205,5,5
21272,177,75,954,1322,84,146,5,3
21273,30,92,1495,1260,198,192,3,5
21274,3,21,1681,1516,27,149,5,5
21275,22,131,1515,1105,163,187,0,0
21276,68,105,1346,1207,2,100,0,0
21277,47,113,1429,1182,129,132,0,0
21278,13,36,1580,1468,43,148,5,5
21279,55,11,1396,1582,154,8,1,5
21280,78,175,1314,961,36,50,3,3
21281,62,72,1365,1335,54,172,0,0
21282,25,123,1501,1142,193,5,0,0
21283,62,103,1365,1210,120,122,0,0
21284,16,8,1561,1615,40,202,5,5
21285,60,28,1375,1496,59,97,5,1
21286,174,129,964,1118,22,137,3,3
21287,101,39,1219,1453,85,48,3,3
21288,51,118,1404,1158,35,83,0,0
21289,50,88,1423,1273,76,21,0,0
21290,54,79,1397,1302,96,51,3,3
21291,61,69,1368,1342,86,61,3,3
21292,80,109,1299,1192,199,210,0,0
21293,58,49,1384,1424,60,46,0,0
21294,45,71,1433,1336,139,82,0,0
21295,92,177,1260,954,192,84,5,5
21296,30,75,1495,1322,198,146,3,3
21297,108,134,1198,1092,116,32,0,0
21298,22,68,1515,1346,163,2,0,0
21299,105,131,1207,1105,100,187,0,0
21300,3,36,1681,1468,27,148,5,5
21301,47,62,1429,1365,129,54,0,0
21302,72,113,1335,1182,172,132,0,0
21303,25,62,1501,1365,193,120,0,0
21304,13,16,1580,1561,43,40,5,5
21305,33,11,1485,1582,205,8,5,5
21306,103,123,1210,1142,122,5,0,0
21307,51,50,1404,1423,35,76,0,0
21308,88,118,1273,1158,21,83,0,0
21309,8,21,1615,1516,202,149,5,5
21310,101,78,1219,1314,85,36,3,3
21311,18,39,1557,1453,124,48,3,3
21312,58,80,1384,1299,60,199,0,0
21313,109,49,1192,1424,210,46,0,0
21314,134,71,1092,1336,32,82,0,0
21315,108,45,1198,1433,116,139,0,0
21316,54,75,1397,1322,96,146,3,3
21317,30,79,1495,1302,198,51,3,3
21318,105,22,1207,1515,100,163,0,0
21319,131,68,1105,1346,187,2,0,0
21320,113,62,1182,1365,132,54,0,0
21321,72,47,1335,1429,172,129,0,0
21322,123,62,1142,1365,5,120,0,0
21323,103,25,1210,1501,122,193,0,0
21324,88,51,1273,1404,21,35,0,0
21325,118,50,1158,1423,83,76,0,0
21326,3,11,1681,1582,27,8,5,5
21327,101,18,1219,1557,85,124,3,3
21328,16,21,1561,1516,40,149,5,5
21329,30,54,1495,1397,198,96,3,3
21330,47,88,1429,1273,129,21,0,0
21331,80,22,1299,1515,199,163,0,0
21332,58,72,1384,1335,60,172,0,0
21333,45,51,1433,1404,139,35,0,0
21334,11,16,1582,1561,8,40,5,5
21335,68,71,1346,1336,2,82,0,0
21336,108,49,1198,1424,116,46,0,0
21337,3,21,1681,1516,27,149,5,5
21338,30,18,1495,1557,198,124,3,3
21339,101,120,1219,1151,91,186,1,1
21340,50,25,1423,1501,76,193,0,0
21341,62,62,1365,1365,120,54,0,0
21342,195,171,896,984,159,147,4,4
21343,190,155,908,1026,3,135,4,4
21344,158,167,1015,992,185,69,4,4
21345,85,122,1278,1148,183,101,1,1
21346,45,72,1433,1335,139,172,0,0
21347,22,88,1515,1273,163,21,0,0
21348,171,163,984,997,147,204,4,4
21349,190,167,908,992,3,69,4,4
21350,140,155,1077,1026,170,135,4,4
21351,120,85,1151,1278,186,183,1,1
21352,62,68,1365,1346,54,2,0,0
21353,108,25,1198,1501,116,193,0,0
21354,195,202,896,868,159,191,4,0
21355,140,158,1077,1015,170,185,4,4
21356,155,167,1026,992,135,69,4,4
21357,101,122,1219,1148,91,101,1,1
21358,68,45,1346,1433,2,139,0,0
21359,22,25,1515,1501,163,193,0,0
21360,202,163,868,997,191,204,0,4
21361,140,190,1077,908,170,3,4,4
21362,158,155,1015,1026,185,135,4,4
21363,122,120,1148,1151,101,186,1,1
21364,101,85,1219,1278,91,183,1,1
21365,25,45,1501,1433,193,139,0,0
21366,171,202,984,868,147,191,4,0
21367,195,163,896,997,159,204,4,4
21368,190,158,908,1015,3,185,4,4
21369,167,140,992,1077,69,170,4,4
21370,22,68,1515,1346,163,2,0,0
21371,120,122,1151,1148,186,101,1,1
21372,171,167,984,992,147,69,4,4
21374,195,150,896,1049,56,67,0,0
21375,147,81,1069,1299,26,209,0,0
21376,146,121,1071,1148,44,132,0,0
21377,148,169,1061,989,32,173,0,0
21378,202,80,868,1305,171,199,0,0
21379,76,106,1319,1205,33,122,0,0
21380,123,59,1143,1389,83,120,0,0
21381,175,139,956,1074,39,63,0,0
21382,137,107,1075,1201,187,100,0,0
21383,144,70,1072,1338,109,172,0,0
21384,96,116,1251,1163,116,130,0,0
21385,139,122,1074,1144,66,5,0,0
21386,152,20,1044,1550,110,163,0,0
21387,82,128,1295,1127,21,190,0,0
21388,157,112,1019,1174,123,210,0,0
21389,80,202,1305,868,199,171,0,0
21390,122,139,1144,1074,5,66,0,0
21391,81,147,1299,1069,209,26,0,0
21392,106,76,1205,1319,122,33,0,0
21393,20,152,1550,1044,163,110,0,0
21394,139,175,1074,956,63,39,0,0
21395,150,195,1049,896,67,56,0,0
21396,107,137,1201,1075,100,187,0,0
21397,169,148,989,1061,173,32,0,0
21398,116,96,1163,1251,130,116,0,0
21399,121,146,1148,1071,132,44,0,0
21400,70,144,1338,1072,172,109,0,0
21401,112,157,1174,1019,210,123,0,0
21402,59,123,1389,1143,120,83,0,0
21403,128,82,1127,1295,190,21,0,0
21415,148,137,1061,1075,32,187,0,0
21416,195,139,896,1074,56,66,0,0
21417,202,121,868,1148,64,132,0,0
21418,150,144,1049,1072,67,109,0,0
21419,152,114,1044,1172,110,166,0,0
21420,157,116,1019,1163,123,130,0,0
21421,185,123,920,1143,184,83,0,0
21422,169,139,989,1074,173,63,0,0
21430,32,11,1489,1605,155,182,2,2
21431,198,13,893,1589,77,55,2,2
21432,108,18,1200,1558,68,181,2,2
21433,50,181,1429,939,142,121,2,2
21434,28,9,1497,1617,156,174,2,2
21435,84,71,1286,1333,94,140,2,2
21436,98,16,1230,1569,9,95,2,2
21437,42,182,1453,922,25,112,2,2
21438,57,54,1394,1403,70,78,2,2
21439,33,39,1481,1464,97,148,1,5
21440,174,74,972,1331,22,146,3,3
21441,173,131,973,1096,79,176,3,3
21442,176,151,954,1045,57,180,3,5
21443,199,204,888,867,197,37,3,3
21444,144,209,1072,857,81,6,3,3
21445,190,152,908,1044,80,119,1,0
21446,126,87,1131,1277,150,183,1,1
21447,125,99,1132,1229,42,98,1,1
21448,156,166,1022,995,104,133,1,1
21449,170,139,988,1074,34,87,1,1
21450,109,77,1188,1315,15,93,1,1
21451,102,84,1224,1286,145,203,1,1
21452,162,142,999,1073,167,208,1,1
21453,103,87,1214,1277,91,143,1,1
21454,62,149,1375,1058,154,0,1,1
21455,187,135,914,1084,126,131,1,1
21456,119,95,1152,1252,186,105,1,1
21457,115,97,1165,1232,188,206,1,1
21458,160,159,1008,1009,92,118,1,1
21459,118,87,1154,1277,101,108,1,1
21460,200,132,886,1091,175,195,1,1
21461,175,129,956,1106,39,179,0,0
21462,192,133,904,1088,165,158,0,0
21463,202,112,868,1174,171,210,0,0
21470,100,84,1228,1286,65,18,2,2
21471,15,16,1582,1569,75,134,2,2
21472,24,109,1514,1188,207,13,2,2
21473,31,7,1491,1625,168,49,2,2
21474,27,134,1498,1086,12,107,2,2
21475,63,20,1363,1550,169,151,2,2
21476,93,112,1258,1174,52,99,2,2
21477,48,46,1433,1436,162,157,2,2
21478,211,1,839,1746,160,19,2,2
21479,189,178,909,953,10,84,3,5
21480,52,124,1425,1136,96,7,3,3
21481,137,176,1075,954,137,178,3,3
21482,146,128,1071,1127,44,190,0,0
21483,161,122,1006,1144,73,5,0,0
21485,120,43,1149,1448,103,53,2,2
21486,4,60,1652,1388,62,30,2,2
21487,130,25,1101,1513,113,200,2,2
21488,35,6,1477,1631,164,152,2,2
21489,36,171,1473,985,90,125,2,2
21490,3,64,1718,1362,71,1,2,2
21491,37,136,1467,1082,194,4,2,2
21492,78,179,1312,950,36,50,3,3
21493,79,83,1309,1288,51,85,3,3
21494,196,155,895,1028,128,58,3,3
21495,68,172,1342,975,61,177,3,3
21496,147,126,1069,1131,26,117,0,0
21498,11,198,1605,893,182,77,2,2
21499,94,13,1255,1589,74,55,2,2
21500,28,181,1497,939,156,121,2,2
21501,9,108,1617,1200,174,68,2,2
21502,18,50,1558,1429,181,142,2,2
21503,98,42,1230,1453,9,25,2,2
21504,57,16,1394,1569,70,95,2,2
21505,54,182,1403,922,78,112,2,2
21506,74,174,1331,972,146,22,3,3
21507,167,173,994,973,20,79,3,3
21508,176,176,954,954,178,57,3,3
21509,151,137,1045,1075,180,137,5,3
21510,204,163,867,996,37,17,3,3
21511,139,169,1074,989,63,173,0,0
21512,144,150,1072,1049,109,67,0,0
21513,114,152,1172,1044,166,110,0,0
21514,137,148,1075,1061,187,32,0,0
21518,29,15,1496,1582,141,75,2,2
21519,100,16,1228,1569,65,134,2,2
21520,109,7,1188,1625,13,49,2,2
21521,45,31,1442,1491,88,168,2,2
21522,20,27,1550,1498,151,12,2,2
21523,63,84,1363,1286,169,94,2,2
21524,134,71,1086,1333,107,140,2,2
21525,48,1,1433,1746,162,19,2,2
21526,46,112,1436,1174,157,99,2,2
21527,211,93,839,1258,160,52,2,2
21528,124,189,1136,909,7,10,3,3
21529,178,52,953,1425,84,96,5,3
21542,4,120,1652,1149,62,103,2,2
21543,55,43,1401,1448,127,53,2,2
21544,91,35,1265,1477,114,164,2,2
21545,130,6,1101,1631,113,152,2,2
21546,64,36,1362,1473,1,90,2,2
21547,3,136,1718,1082,71,4,2,2
21548,171,37,985,1467,125,194,2,2
21549,179,78,950,1312,50,36,3,3
21550,83,79,1288,1309,85,51,3,3
21551,196,172,895,975,128,177,3,3
21552,155,68,1028,1342,58,61,3,3
21553,180,144,940,1072,153,81,3,3
21554,190,126,908,1131,80,150,1,1
21555,152,71,1044,1333,119,41,0,1
21556,156,46,1022,1436,104,11,1,4
21557,125,166,1132,995,42,133,1,1
21558,170,109,988,1188,34,15,1,1
21559,139,23,1074,1518,87,89,1,1
21560,142,68,1073,1342,208,161,1,1
21561,162,102,999,1224,167,145,1,1
21562,149,182,1058,922,0,16,1,1
21563,62,103,1375,1214,154,91,1,1
21564,187,119,914,1152,126,186,1,1
21565,135,33,1084,1481,131,97,1,1
21566,160,115,1008,1165,92,188,1,1
21567,159,65,1009,1360,118,201,1,1
21568,132,37,1091,1467,195,102,1,1
21569,200,118,886,1154,175,101,1,1
21570,122,161,1144,1006,5,73,0,0
21571,123,185,1143,920,83,184,0,0
21572,126,147,1131,1069,117,26,0,0
21573,116,157,1163,1019,130,123,0,0
21574,121,202,1148,868,132,64,0,0
21575,133,192,1088,904,158,165,0,0
21576,129,175,1106,956,179,39,0,0
21577,139,195,1074,896,66,56,0,0
21578,128,146,1127,1071,190,44,0,0
21579,112,202,1174,868,210,171,0,0
21581,144,80,1065,1305,32,199,0,0
21582,38,39,1466,1463,2,129,0,0
21583,29,102,1493,1212,193,111,0,0
21584,105,57,1206,1391,122,120,0,0
21585,20,74,1546,1325,163,82,0,0
21586,111,55,1184,1395,38,46,0,0
21587,134,90,1084,1265,63,45,0,0
21588,151,130,1054,1104,67,158,0,0
21589,135,128,1083,1111,187,179,0,0
21590,95,120,1249,1162,116,132,0,0
21591,150,81,1055,1299,66,209,0,0
21592,118,137,1165,1078,210,109,0,0
21593,51,61,1429,1381,76,31,0,0
21594,107,56,1201,1394,138,54,0,0
21595,124,34,1140,1482,190,139,0,0
21602,186,166,913,988,56,73,0,0
21603,152,177,1053,950,110,39,0,0
21604,161,190,999,905,123,184,0,0
21605,173,198,977,888,173,165,0,0
21608,82,102,1294,1212,18,65,2,2
21609,13,33,1586,1488,134,141,2,2
21610,8,50,1625,1430,49,88,2,2
21611,29,23,1493,1522,168,207,2,2
21612,27,86,1503,1277,12,94,2,2
21613,69,58,1339,1390,140,169,2,2
21614,139,22,1075,1532,107,151,2,2
21615,116,92,1169,1261,99,52,2,2
21616,1,210,1752,835,19,160,2,2
21617,42,52,1455,1415,157,162,2,2
21627,100,67,1226,1359,192,86,5,3
21628,86,43,1277,1442,85,48,3,3
21629,170,136,981,1081,20,176,3,3
21630,203,208,867,855,28,14,3,3
21631,85,153,1280,1047,183,119,1,0
21632,68,195,1340,890,41,80,1,1
21633,98,156,1235,1029,98,104,1,1
21634,44,161,1441,999,11,133,4,1
21635,23,169,1522,982,89,34,1,1
21636,79,143,1314,1068,93,87,1,1
21637,88,137,1272,1078,203,208,1,1
21638,70,157,1336,1019,161,167,1,1
21639,187,62,912,1377,16,154,1,1
21640,84,146,1292,1062,143,0,1,1
21641,31,183,1490,923,97,126,1,1
21642,97,145,1237,1064,105,131,1,1
21643,66,167,1365,987,201,92,1,1
21644,99,158,1231,1015,206,118,1,1
21645,94,131,1253,1094,108,195,1,1
21646,37,202,1470,872,102,175,1,1
21647,44,4,1441,1662,53,62,2,2
21648,59,62,1389,1377,127,30,2,2
21649,5,93,1643,1255,152,114,2,2
21650,25,131,1516,1094,200,113,2,2
21651,41,2,1461,1725,90,71,2,2
21652,139,172,1075,978,4,125,2,2
21653,36,64,1475,1372,194,1,2,2
21656,21,178,1545,940,198,50,3,3
21657,167,12,987,1603,22,124,3,3
21658,126,176,1137,960,7,84,3,5
21659,174,142,969,1069,178,180,3,5
21660,148,180,1059,932,137,57,3,3
21661,91,28,1264,1496,74,155,2,2
21662,14,11,1584,1604,55,182,2,2
21663,109,31,1191,1490,68,156,2,2
21664,179,18,933,1560,121,181,2,2
21665,47,7,1435,1631,142,174,2,2
21666,46,54,1438,1398,25,70,2,2
21667,15,60,1583,1382,95,78,2,2
21668,182,96,928,1242,112,9,2,2
21673,155,174,1032,969,58,177,3,3
21674,187,72,912,1327,128,61,3,3
21675,47,195,1435,890,96,10,3,3
21676,170,201,981,875,17,197,3,3
21677,209,133,849,1088,6,81,3,3
21678,82,13,1294,1586,18,134,2,2
21679,102,16,1212,1580,65,75,2,2
21680,50,109,1430,1191,88,13,2,2
21681,23,8,1522,1625,207,49,2,2
21682,22,69,1532,1339,151,140,2,2
21683,58,27,1390,1503,169,12,2,2
21684,52,210,1415,835,162,160,2,2
21685,92,42,1261,1455,52,157,2,2
21686,116,1,1169,1752,99,19,2,2
21687,166,186,988,913,73,56,0,0
21688,177,152,950,1053,39,110,0,0
21689,190,161,905,999,184,123,0,0
21690,198,173,888,977,165,173,0,0
21701,43,76,1442,1320,48,51,3,3
21702,136,170,1081,981,176,20,3,3
21703,119,59,1164,1389,103,127,2,2
21704,62,4,1377,1662,30,62,2,2
21705,131,35,1094,1476,113,164,2,2
21706,25,5,1516,1643,200,152,2,2
21707,41,139,1461,1075,90,4,2,2
21708,2,36,1725,1475,71,194,2,2
21709,172,64,978,1372,125,1,2,2
21714,176,126,960,1137,84,7,5,3
21715,180,148,932,1059,57,137,3,3
21716,142,174,1069,969,180,178,5,3
21717,197,91,889,1264,77,74,2,2
21718,11,28,1604,1496,182,155,2,2
21719,109,179,1191,933,68,121,2,2
21720,18,7,1560,1631,181,174,2,2
21721,31,47,1490,1435,156,142,2,2
21722,86,139,1277,1075,94,107,2,2
21723,54,96,1398,1242,70,9,2,2
21724,182,15,928,1583,112,95,2,2
21725,60,46,1382,1438,78,25,2,2
21735,75,21,1322,1545,36,198,3,3
21736,12,77,1603,1316,124,146,3,3
21737,155,187,1032,912,58,128,3,3
21738,174,72,969,1327,177,61,3,3
21739,195,47,890,1435,10,96,3,3
21740,201,170,875,981,197,17,3,3
21741,209,181,849,929,6,153,3,3
21742,85,195,1280,890,183,80,1,1
21743,127,68,1130,1340,150,41,1,1
21744,98,161,1235,999,98,133,1,1
21745,129,44,1107,1441,42,11,1,4
21746,169,79,982,1314,34,93,1,1
21747,105,23,1206,1522,15,89,1,1
21748,101,70,1223,1336,145,161,1,1
21749,157,88,1019,1272,167,203,1,1
21750,104,187,1207,912,91,16,1,1
21751,62,84,1377,1292,154,143,1,1
21752,183,97,923,1237,126,105,1,1
21753,115,31,1174,1490,186,97,1,1
21754,114,66,1175,1365,188,201,1,1
21755,167,99,987,1231,92,206,1,1
21756,113,37,1176,1470,101,102,1,1
21757,202,94,872,1253,175,108,1,1
21758,128,135,1111,1083,179,187,0,0
21759,130,151,1104,1054,158,67,0,0
21760,80,144,1305,1065,199,32,0,0
21761,39,38,1463,1466,129,2,0,0
21762,120,95,1162,1249,132,116,0,0
21763,81,150,1299,1055,209,66,0,0
21764,34,124,1482,1140,139,190,0,0
21765,90,134,1265,1084,45,63,0,0
21766,55,111,1395,1184,46,38,0,0
21767,102,29,1212,1493,111,193,0,0
21768,137,118,1078,1165,109,210,0,0
21769,74,20,1325,1546,82,163,0,0
21770,57,105,1391,1206,120,122,0,0
21771,61,51,1381,1429,31,76,0,0
21772,56,107,1394,1201,54,138,0,0
21780,119,176,1163,955,132,39,0,0
21781,124,162,1140,997,117,173,0,0
21782,60,79,1378,1311,31,199,0,0
21783,128,180,1111,934,179,184,0,0
21784,120,166,1161,990,5,73,0,0
21785,112,143,1186,1063,38,32,0,0
21786,52,77,1409,1319,35,33,0,0
21787,123,147,1155,1055,83,66,0,0
21788,20,92,1546,1265,163,45,0,0
21789,35,82,1481,1293,139,21,0,0
21790,117,138,1167,1076,166,109,0,0
21791,59,78,1386,1317,120,82,0,0
21792,51,72,1426,1337,76,172,0,0
21793,54,87,1399,1285,46,72,0,0
21794,112,129,1186,1106,130,158,0,0
21795,49,108,1433,1195,60,100,0,0
21796,124,142,1140,1067,190,44,0,0
21797,38,81,1469,1299,2,209,0,0
21798,4,61,1651,1371,62,127,2,2
21799,43,114,1454,1184,53,103,2,2
21800,6,132,1632,1086,152,113,2,2
21801,33,96,1485,1248,164,114,2,2
21802,32,40,1490,1460,194,90,2,2
21803,65,136,1367,1080,1,4,2,2
21804,2,175,1726,963,71,125,2,2
21805,76,47,1323,1436,51,48,3,3
21806,138,160,1076,1001,176,79,3,3
21807,201,208,867,854,14,28,3,3
21814,154,126,1039,1134,119,150,0,1
21815,83,69,1292,1339,183,41,1,1
21816,98,44,1236,1450,98,11,1,4
21817,156,130,1034,1102,104,42,1,1
21818,74,27,1327,1505,93,89,1,1
21819,145,101,1061,1220,87,15,1,1
21820,85,69,1287,1339,203,161,1,1
21821,141,99,1070,1226,208,145,1,1
21822,149,106,1054,1201,0,91,1,1
21823,84,184,1289,920,143,16,1,1
21824,147,116,1055,1168,131,186,1,1
21825,94,28,1252,1498,105,97,1,1
21826,97,67,1245,1353,206,201,1,1
21827,158,109,1009,1193,118,188,1,1
21828,91,39,1266,1466,108,102,1,1
21829,133,115,1084,1182,195,101,1,1
21830,42,105,1457,1205,129,122,0,0
21831,117,146,1167,1057,210,26,0,0
21832,133,135,1084,1083,187,63,0,0
21833,29,103,1495,1211,193,111,0,0
21834,14,196,1599,882,55,77,2,2
21835,13,90,1601,1274,182,74,2,2
21836,45,110,1441,1192,142,68,2,2
21837,8,182,1625,924,174,121,2,2
21838,29,18,1495,1563,156,181,2,2
21839,55,181,1395,933,70,112,2,2
21840,3,9,1715,1617,27,8,5,5
21841,48,15,1435,1593,25,95,2,2
21842,99,58,1226,1388,9,78,2,2
21843,23,69,1530,1339,198,36,3,3
21844,80,11,1310,1613,146,124,3,3
21845,127,45,1129,1441,7,96,3,3
21846,174,195,969,885,84,10,5,3
21847,168,137,986,1077,178,137,3,3
21848,150,187,1052,913,180,57,5,3
21851,56,107,1392,1198,54,138,0,0
21852,95,151,1249,1049,116,67,0,0
21853,34,12,1483,1602,141,134,2,2
21854,16,86,1586,1286,75,18,2,2
21855,7,31,1631,1493,49,168,2,2
21856,111,24,1189,1524,13,207,2,2
21857,65,143,1367,1063,169,107,2,2
21858,25,68,1520,1344,12,140,2,2
21859,89,21,1278,1544,94,151,2,2
21860,93,53,1263,1406,52,162,2,2
21861,209,121,831,1157,160,99,2,2
21862,37,1,1474,1755,157,19,2,2
21863,177,153,953,1040,177,58,3,3
21864,73,189,1336,911,61,128,3,3
21865,193,206,895,856,37,197,3,3
21866,131,178,1094,940,81,153,3,3
21867,176,59,955,1386,39,120,0,0
21868,78,119,1317,1163,82,132,0,0
21869,162,60,997,1378,173,31,0,0
21870,79,124,1311,1140,199,117,0,0
21871,72,128,1337,1111,172,179,0,0
21872,87,120,1285,1161,72,5,0,0
21873,129,52,1106,1409,158,35,0,0
21874,92,123,1265,1155,45,83,0,0
21875,147,20,1055,1546,66,163,0,0
21876,82,117,1293,1167,21,166,0,0
21877,138,35,1076,1481,109,139,0,0
21878,114,4,1184,1651,103,62,2,2
21879,61,43,1371,1454,30,53,2,2
21880,96,6,1248,1632,114,152,2,2
21881,33,22,1485,1536,164,200,2,2
21882,65,2,1367,1726,1,71,2,2
21883,136,32,1080,1490,4,194,2,2
21884,175,40,963,1460,125,90,2,2
21885,63,102,1368,1213,86,192,3,5
21886,47,88,1436,1281,48,85,3,3
21887,160,168,1001,986,79,20,3,3
21889,180,51,934,1426,184,76,0,0
21890,166,54,990,1399,73,46,0,0
21891,77,112,1319,1186,33,130,0,0
21892,142,49,1067,1433,44,60,0,0
21893,108,124,1195,1140,100,190,0,0
21894,146,38,1057,1469,26,2,0,0
21895,107,95,1198,1249,138,116,0,0
21896,36,14,1480,1599,155,55,2,2
21897,196,13,882,1601,77,182,2,2
21898,182,45,924,1441,121,142,2,2
21899,8,29,1625,1495,174,156,2,2
21900,18,110,1563,1192,181,68,2,2
21901,15,99,1593,1226,95,9,2,2
21902,181,48,933,1435,112,25,2,2
21903,58,55,1388,1395,78,70,2,2
21904,45,174,1441,969,96,84,3,5
21905,195,127,885,1129,10,7,3,3
21906,137,150,1077,1052,137,180,3,5
21907,187,168,913,986,57,178,3,3
21909,143,42,1063,1457,32,129,0,0
21910,105,112,1205,1186,122,38,0,0
21911,81,117,1299,1167,209,210,0,0
21912,135,29,1083,1495,63,193,0,0
21913,103,133,1211,1084,111,187,0,0
21914,151,56,1049,1392,67,54,0,0
21915,16,34,1586,1483,75,141,2,2
21916,12,104,1602,1209,134,65,2,2
21917,24,50,1524,1429,207,88,2,2
21918,31,111,1493,1189,168,13,2,2
21919,68,89,1344,1278,140,94,2,2
21920,28,26,1498,1512,97,205,1,5
21921,21,65,1544,1367,151,169,2,2
21922,143,25,1063,1520,107,12,2,2
21923,53,121,1406,1157,162,99,2,2
21924,1,93,1755,1263,19,52,2,2
21925,209,37,831,1474,160,157,2,2
21926,179,23,938,1530,50,198,3,3
21927,11,168,1613,986,124,22,3,3
21928,73,153,1336,1040,61,58,3,3
21929,177,189,953,911,177,128,3,3
21930,160,193,1001,895,17,37,3,3
21931,178,209,940,831,153,6,3,3
21937,154,196,1039,882,119,80,0,1
21938,83,126,1292,1134,183,150,1,1
21939,167,156,988,1034,133,104,1,1
21940,98,130,1236,1102,98,42,1,1
21941,74,101,1327,1220,93,15,1,1
21942,145,172,1061,974,87,34,1,1
21943,85,99,1287,1226,203,145,1,1
21944,141,159,1070,1008,208,167,1,1
21945,149,57,1054,1391,0,154,1,1
21946,84,106,1289,1201,143,91,1,1
21947,147,186,1055,915,131,126,1,1
21948,94,116,1252,1168,105,186,1,1
21949,97,109,1245,1193,206,188,1,1
21950,158,171,1009,975,118,92,1,1
21951,133,203,1084,864,195,175,1,1
21952,91,115,1266,1182,108,101,1,1
21954,57,74,1391,1327,154,93,1,1
21955,67,141,1353,1070,201,208,1,1
21956,84,101,1289,1220,143,15,1,1
21957,69,156,1339,1034,161,104,1,1
21958,71,70,1338,1340,201,93,1,1
21959,55,144,1398,1072,154,208,1,1
21960,147,81,1059,1304,104,143,1,1
21961,100,67,1219,1351,15,161,1,1
21962,55,71,1398,1338,154,201,1,1
21963,144,70,1072,1340,208,93,1,1
21964,147,100,1059,1219,104,15,1,1
21965,81,67,1304,1351,143,161,1,1
21966,70,100,1340,1219,93,15,1,1
21967,55,67,1398,1351,154,161,1,1
21968,100,67,1219,1351,15,161,1,1
21969,75,28,1325,1500,41,97,1,1
21970,41,139,1459,1075,102,87,1,1
21971,28,139,1500,1075,97,87,1,1
21972,41,75,1459,1325,102,41,1,1
21973,139,75,1075,1325,87,41,1,1
21974,41,28,1459,1500,102,97,1,1
21982,15,8,1602,1636,75,174,2,2
21983,24,12,1537,1608,200,182,2,2
21984,38,29,1470,1494,157,164,2,2
21985,29,52,1494,1416,194,88,2,2
21986,59,34,1381,1486,30,155,2,2
21987,58,23,1386,1540,70,207,2,2
21988,175,115,959,1174,125,103,2,2
21989,64,54,1365,1409,169,78,2,2
21990,137,135,1079,1082,107,4,2,2
21991,110,184,1181,919,68,121,2,2
21992,13,49,1607,1430,95,25,2,2
21993,14,19,1604,1559,134,151,2,2
21994,44,26,1451,1507,142,12,2,2
21995,37,36,1475,1476,156,141,2,2
21996,50,93,1422,1260,162,94,2,2
21997,32,45,1490,1446,168,53,2,2
21998,131,118,1089,1155,113,99,2,2
21999,87,66,1283,1356,18,1,2,2
22000,39,4,1465,1661,90,62,2,2
22001,16,1,1598,1765,55,19,2,2
22002,7,6,1639,1642,152,49,2,2
22003,17,2,1579,1733,181,71,2,2
22004,95,64,1251,1365,52,127,2,2
22005,114,98,1177,1236,13,114,2,2
22006,68,102,1347,1213,140,9,2,2
22007,104,91,1202,1267,65,74,2,2
22008,196,209,879,824,77,160,2,2
22009,8,24,1636,1537,174,200,2,2
22010,12,15,1608,1602,182,75,2,2
22011,52,38,1416,1470,88,157,2,2
22012,29,29,1494,1494,164,194,2,2
22013,23,59,1540,1381,207,30,2,2
22014,34,58,1486,1386,155,70,2,2
22015,64,175,1365,959,169,125,2,2
22016,115,54,1174,1409,103,78,2,2
22017,135,110,1082,1181,4,68,2,2
22018,184,137,919,1079,121,107,2,2
22019,49,19,1430,1559,25,151,2,2
22020,14,13,1604,1607,134,95,2,2
22021,36,44,1476,1451,141,142,2,2
22022,26,37,1507,1475,12,156,2,2
22023,45,50,1446,1422,53,162,2,2
22024,93,32,1260,1490,94,168,2,2
22025,118,87,1155,1283,99,18,2,2
22026,66,131,1356,1089,1,113,2,2
22027,1,39,1765,1465,19,90,2,2
22028,16,4,1598,1661,55,62,2,2
22029,2,6,1733,1642,71,49,2,2
22030,17,7,1579,1639,181,152,2,2
22031,98,64,1236,1365,114,127,2,2
22032,95,114,1251,1177,52,13,2,2
22033,102,104,1213,1202,9,65,2,2
22034,91,68,1267,1347,74,140,2,2
22035,209,180,824,926,160,112,2,2
22059,40,22,1461,1544,148,149,5,5
22060,6,17,1645,1579,202,40,5,5
22061,9,64,1623,1368,8,59,5,5
22062,41,34,1457,1483,90,156,2,2
22063,60,52,1378,1418,30,88,2,2
22064,50,38,1426,1468,25,141,2,2
22065,36,37,1479,1475,168,155,2,2
22066,49,93,1428,1265,162,94,2,2
22067,44,31,1452,1486,142,164,2,2
22068,89,87,1274,1282,74,18,2,2
22069,66,116,1351,1167,140,103,2,2
22079,10,25,1622,1517,43,205,5,5
22080,3,75,1712,1324,27,24,5,5
22081,7,15,1642,1600,174,182,2,2
22082,24,14,1539,1602,200,75,2,2
22083,97,98,1237,1236,114,52,2,2
